sergey_muromtsev	nationality	albania	-1.611	3.0
william_baliol_brett_1st_viscount_esher	profession	judge	-2.366	3.0
william_baliol_brett_1st_viscount_esher	profession	civil_engineer	-1.596	3.0
blackshear_m_bryan	institution	united_states_military_academy	-4.72	3.0
blackshear_m_bryan	institution	wittenberg_university	-1.305	3.0
william_woodbridge	nationality	united_states	-0.942	3.0
william_woodbridge	nationality	scotland	-3.932	3.0
al-nafis	religion	muslim	2.124	3.0
al-nafis	religion	church_of_norway	-1.439	3.0
george_whelan_anderson_jr	institution	united_states_naval_academy	-4.654	3.0
george_whelan_anderson_jr	institution	university_of_liverpool	-2.938	3.0
germinal_pierre_dandelin	profession	engineer	-2.561	3.0
germinal_pierre_dandelin	profession	graphic_designer	-2.16	3.0
antonio_ordonez	cause_of_death	liver_cancer	-3.409	3.0
antonio_ordonez	cause_of_death	influenza	-3.314	3.0
preston_sturges	cause_of_death	myocardial_infarction	-2.576	3.0
preston_sturges	cause_of_death	forced_suicide	-1.929	3.0
vatroslav_lisinski	profession	composer	-4.413	3.0
vatroslav_lisinski	profession	indian_independence_activists	-1.815	3.0
manuel_castro_ruiz	profession	archbishop	-0.706	3.0
manuel_castro_ruiz	profession	army_general	-1.112	3.0
tony_momsen	nationality	united_states	-0.566	3.0
tony_momsen	nationality	switzerland	-3.626	3.0
donald_cook	gender	male	-0.521	3.0
donald_cook	gender	female	-1.333	3.0
frank_g_slaughter	institution	johns_hopkins_university	-1.319	3.0
frank_g_slaughter	institution	university_of_toronto	-2.389	3.0
benjamin_tappan	gender	male	-0.771	3.0
benjamin_tappan	gender	female	-1.563	3.0
paul_lindau	gender	male	-0.699	3.0
paul_lindau	gender	female	-0.968	3.0
jean-marie_cardinal_lustiger	cause_of_death	cancer	-0.934	3.0
jean-marie_cardinal_lustiger	cause_of_death	sepsis	-1.593	3.0
george_albert_smith	nationality	united_states	-0.987	3.0
george_albert_smith	nationality	union_of_south_africa	-1.904	3.0
daniel_patrick_moynihan	institution	london_school_of_economics	-1.122	3.0
daniel_patrick_moynihan	institution	occidental_college	0.028	3.0
edward_earle	profession	actor	-2.131	3.0
edward_earle	profession	business_magnate	-2.095	3.0
ethel_waters	ethnicity	african_american	-0.577	3.0
ethel_waters	ethnicity	rusyns	-0.604	3.0
kermit_roosevelt_jr	institution	harvard_university	-5.943	3.0
kermit_roosevelt_jr	institution	indiana_university	-1.06	3.0
thomas_binney	religion	christian	-1.243	3.0
thomas_binney	religion	unitarian_universalism	-1.383	3.0
dennis_johnson	profession	coach	-0.599	3.0
dennis_johnson	profession	art_dealer	-3.12	3.0
glenn_tryon	profession	actor	-1.88	3.0
glenn_tryon	profession	flight_attendant	-1.631	3.0
george_fox	gender	male	-0.42	3.0
george_fox	gender	female	-0.809	3.0
stefano_ittar	cause_of_death	suicide	-5.955	3.0
stefano_ittar	cause_of_death	throat_cancer	-3.114	3.0
john_f_potter	institution	phillips_exeter_academy	0.011	3.0
john_f_potter	institution	wabash_college	-0.243	3.0
edgar_allan_poe	nationality	united_states	0.035	3.0
edgar_allan_poe	nationality	roman_empire	-1.75	3.0
james_ingo_freed	religion	judaism	1.807	3.0
james_ingo_freed	religion	confucianism	-1.573	3.0
joseph_rotblat	institution	university_of_liverpool	0.128	3.0
joseph_rotblat	institution	albany_medical_college	-2.378	3.0
arnold_j_toynbee	gender	male	-0.399	3.0
arnold_j_toynbee	gender	female	-1.171	3.0
woodrow_wilson	gender	male	-0.151	3.0
woodrow_wilson	gender	female	-1.946	3.0
algirdas_julien_greimas	gender	male	-0.81	3.0
algirdas_julien_greimas	gender	female	-1.058	3.0
eli_heckscher	ethnicity	jew	-2.991	3.0
eli_heckscher	ethnicity	tongans	-1.417	3.0
melvin_dixon	profession	professor	-0.128	3.0
melvin_dixon	profession	archeologist	-1.228	3.0
mariano_melgarejo	gender	male	-0.615	3.0
mariano_melgarejo	gender	female	-1.56	3.0
lawrence_barrett	nationality	united_states	-0.826	3.0
lawrence_barrett	nationality	macedon	-1.39	3.0
barton_yarborough	gender	male	-0.528	3.0
barton_yarborough	gender	female	-0.969	3.0
victor_de_laprade	nationality	france	-0.746	3.0
victor_de_laprade	nationality	south_korea	-1.766	3.0
gerald_tomlinson	profession	writer	-1.96	3.0
gerald_tomlinson	profession	real_estate_broker	-0.339	3.0
joshua_reynolds	gender	male	-0.606	3.0
joshua_reynolds	gender	female	-0.68	3.0
abraham_pineo_gesner	profession	geologist	-2.598	3.0
abraham_pineo_gesner	profession	comedian	-5.904	3.0
wilgott_theophil_odhner	institution	royal_institute_of_technology	1.481	3.0
wilgott_theophil_odhner	institution	exeter_college_oxford	-2.72	3.0
william_backhouse_astor_jr	institution	columbia_university	1.111	3.0
william_backhouse_astor_jr	institution	university_of_auckland	-2.234	3.0
ron_ziegler	gender	male	-0.862	3.0
ron_ziegler	gender	female	-1.168	3.0
augustus_charles_pugin	gender	male	-0.645	3.0
augustus_charles_pugin	gender	female	-1.03	3.0
martita_hunt	profession	actor	-2.295	3.0
martita_hunt	profession	magistrate	-1.596	3.0
sergio_corbucci	gender	male	-0.852	3.0
sergio_corbucci	gender	female	-1.489	3.0
joseph_de_maistre	religion	catholicism	-0.683	3.0
joseph_de_maistre	religion	armenian_apostolic_church	-0.764	3.0
john_diefenbaker	profession	soldier	-3.281	3.0
john_diefenbaker	profession	media_proprietor	-2.354	3.0
ron_lancaster	nationality	canada	-2.111	3.0
ron_lancaster	nationality	chile	-2.987	3.0
syed_nazrul_islam	profession	politician	-1.489	3.0
syed_nazrul_islam	profession	eastern_roman_emperor	-2.16	3.0
doc_cheatham	profession	singer	-1.39	3.0
doc_cheatham	profession	bartender	-1.023	3.0
mamie_smith	ethnicity	african_american	-1.904	3.0
mamie_smith	ethnicity	armenians	-1.208	3.0
mieczyslaw_rakowski	religion	atheism	-1.369	3.0
mieczyslaw_rakowski	religion	anglicanism	-3.589	3.0
eugene_v_debs	nationality	united_states	-0.994	3.0
eugene_v_debs	nationality	germany	-2.588	3.0
juan_prince_of_asturias	nationality	spain	1.331	3.0
juan_prince_of_asturias	nationality	wessex	-1.408	3.0
william_b_hornblower	institution	columbia_law_school	-0.93	3.0
william_b_hornblower	institution	university_of_maine	-2.241	3.0
leander_of_seville	nationality	spain	-0.528	3.0
leander_of_seville	nationality	iran	-2.656	3.0
charles_le_gendre	institution	university_of_paris	-2.331	3.0
charles_le_gendre	institution	riverdale_country_school	-1.013	3.0
louis_prima	profession	actor	-3.641	3.0
louis_prima	profession	newspaper	-1.837	3.0
franz_fuhmann	gender	male	-0.638	3.0
franz_fuhmann	gender	female	-1.471	3.0
henry_lehrman	nationality	united_states	-0.886	3.0
henry_lehrman	nationality	fiji	-0.977	3.0
maddie_blaustein	profession	cartoonist	-1.204	3.0
maddie_blaustein	profession	psychotherapy	-0.648	3.0
george_sharswood	profession	judge	-0.964	3.0
george_sharswood	profession	dance	-2.526	3.0
gerald_bouey	nationality	canada	3.031	3.0
gerald_bouey	nationality	chile	-2.665	3.0
parviz_natel-khanlari	institution	university_of_tehran	1.706	3.0
parviz_natel-khanlari	institution	national_war_college	-2.327	3.0
moses_hess	ethnicity	jew	-1.164	3.0
moses_hess	ethnicity	estonians	-1.331	3.0
walker_percy	religion	catholicism	-0.283	3.0
walker_percy	religion	russian_orthodox_church	-1.477	3.0
joseph_gardner_swift	nationality	united_states	-1.135	3.0
joseph_gardner_swift	nationality	scotland	-3.631	3.0
johann_heinrich_schultz	institution	university_of_altdorf	-1.093	3.0
johann_heinrich_schultz	institution	massachusetts_institute_of_technology	-5.029	3.0
lazarus_fuchs	profession	mathematician	-0.997	3.0
lazarus_fuchs	profession	governor	-1.998	3.0
pope_benedict_vi	gender	male	-0.698	3.0
pope_benedict_vi	gender	female	-0.891	3.0
johann_friedrich_von_eschscholtz	institution	university_of_tartu	0.343	3.0
johann_friedrich_von_eschscholtz	institution	milan_conservatory	-2.727	3.0
john_cassavetes	cause_of_death	cirrhosis	-1.237	3.0
john_cassavetes	cause_of_death	gangrene	-1.248	3.0
gordon_daniel_conant	gender	male	-0.879	3.0
gordon_daniel_conant	gender	female	-3.622	3.0
stephen_stucker	nationality	united_states	-0.724	3.0
stephen_stucker	nationality	greece	-3.582	3.0
carroll_a_campbell_jr	religion	episcopal_church_in_the_united_states_of_america	-0.721	3.0
carroll_a_campbell_jr	religion	haredi_judaism	-1.328	3.0
karl_von_terzaghi	nationality	united_states	-1.019	3.0
karl_von_terzaghi	nationality	belarus	-0.853	3.0
leopold_von_sacher-masoch	nationality	austria	-2.839	3.0
leopold_von_sacher-masoch	nationality	haiti	-1.232	3.0
al-razi	nationality	iran	-1.05	3.0
al-razi	nationality	dutch_republic	-2.101	3.0
jefferson_j_deblanc	gender	male	-0.592	3.0
jefferson_j_deblanc	gender	female	-0.922	3.0
patrick_colquhoun	gender	male	-0.436	3.0
patrick_colquhoun	gender	female	-1.569	3.0
alec_empire	religion	judaism	-3.545	3.0
alec_empire	religion	anglican_church_of_australia	-1.46	3.0
hildegard_of_bingen	profession	physician	-1.809	3.0
hildegard_of_bingen	profession	theologian	0.764	3.0
penelope_dudley_ward	cause_of_death	brain_tumor	-1.137	3.0
penelope_dudley_ward	cause_of_death	drug_overdose	-2.739	3.0
tytus_chalubinski	nationality	poland	0.03	3.0
tytus_chalubinski	nationality	kazakhstan	-1.225	3.0
berenice_ii	gender	female	-1.378	3.0
berenice_ii	gender	male	-1.053	3.0
andres_caicedo	gender	male	-0.447	3.0
andres_caicedo	gender	female	-0.492	3.0
nephi_anderson	cause_of_death	peritonitis	-0.766	3.0
nephi_anderson	cause_of_death	flaying	-1.985	3.0
norberto_aroldi	gender	male	-0.698	3.0
norberto_aroldi	gender	female	-0.935	3.0
corey_haim	nationality	canada	-0.171	3.0
corey_haim	nationality	hong_kong	-1.899	3.0
manson_benedict	nationality	united_states	-0.963	3.0
manson_benedict	nationality	iroquois	-1.377	3.0
sulamith_wulfing	gender	female	-1.144	3.0
sulamith_wulfing	gender	male	-0.738	3.0
william_henry_young	nationality	united_kingdom	-1.062	3.0
william_henry_young	nationality	czechoslovakia	-0.853	3.0
hirotsu_kazuo	nationality	japan	1.885	3.0
hirotsu_kazuo	nationality	classical_athens	-1.309	3.0
zoltan_fabri	profession	film_director	1.771	3.0
zoltan_fabri	profession	organist	-3.756	3.0
thomas_sankara	profession	politician	-1.489	3.0
thomas_sankara	profession	secretary	-1.898	3.0
hyman_g_rickover	institution	united_states_naval_academy	-0.493	3.0
hyman_g_rickover	institution	university_of_poitiers	-2.065	3.0
aluisio_azevedo	profession	diplomat	-1.337	3.0
aluisio_azevedo	profession	music_director	-2.649	3.0
eustace_iv_of_boulogne	gender	male	-1.073	3.0
eustace_iv_of_boulogne	gender	female	-1.359	3.0
thomas_l_bailey	cause_of_death	stroke	-3.6	3.0
thomas_l_bailey	cause_of_death	lung_cancer	-4.454	3.0
richard_neville_16th_earl_of_warwick	cause_of_death	killed_in_action	-1.886	3.0
richard_neville_16th_earl_of_warwick	cause_of_death	fatal_hilarity	-1.7	3.0
walter_a_shewhart	institution	university_of_illinois_system	0.346	3.0
walter_a_shewhart	institution	new_college_oxford	-2.252	3.0
leonard_salomon_ornstein	nationality	netherlands	0.901	3.0
leonard_salomon_ornstein	nationality	kingdom_of_hungary	-0.608	3.0
antiochus_iv_epiphanes	gender	male	-1.274	3.0
antiochus_iv_epiphanes	gender	female	-1.893	3.0
spiro_agnew	cause_of_death	leukemia	-3.867	3.0
spiro_agnew	cause_of_death	infection	-1.627	3.0
paddy_chew	profession	choreographer	-0.56	3.0
paddy_chew	profession	athlete	-1.66	3.0
akka_mahadevi	profession	philosopher	-2.601	3.0
akka_mahadevi	profession	cellist	-2.738	3.0
princess_maud_of_fife	gender	female	-0.781	3.0
princess_maud_of_fife	gender	male	-0.618	3.0
jacques_brel	gender	male	-0.5	3.0
jacques_brel	gender	female	-0.95	3.0
john_martin_1820	profession	businessperson	-3.062	3.0
john_martin_1820	profession	monarch	-2.968	3.0
jorge_newbery	profession	engineer	-2.591	3.0
jorge_newbery	profession	nude_glamour_model	-3.387	3.0
john_viii_palaiologos	gender	male	-1.071	3.0
john_viii_palaiologos	gender	female	-2.391	3.0
maximiliano_hernandez_martinez	profession	general	0.183	3.0
maximiliano_hernandez_martinez	profession	chief_executive_officer	-1.952	3.0
henry_rich_1st_earl_of_holland	gender	male	-0.902	3.0
henry_rich_1st_earl_of_holland	gender	female	-1.36	3.0
mary_of_teck	cause_of_death	lung_cancer	-3.948	3.0
mary_of_teck	cause_of_death	electric_chair	-2.019	3.0
ion_bratianu	profession	writer	-1.037	3.0
ion_bratianu	profession	gangster	-2.264	3.0
lucius_quintus_cincinnatus_lamar	gender	male	-0.339	3.0
lucius_quintus_cincinnatus_lamar	gender	female	-1.808	3.0
shen_congwen	gender	male	-0.639	3.0
shen_congwen	gender	female	-1.46	3.0
rose_philippine_duchesne	gender	female	-0.888	3.0
rose_philippine_duchesne	gender	male	-0.492	3.0
kuroda_kiyotaka	nationality	japan	1.25	3.0
kuroda_kiyotaka	nationality	south_korea	-1.671	3.0
joseph_brown_matthews	institution	columbia_university	-2.143	3.0
joseph_brown_matthews	institution	repton_school	-1.933	3.0
robert_whitehead	gender	male	-0.389	3.0
robert_whitehead	gender	female	-0.957	3.0
mohammad_hatta	profession	politician	-1.359	3.0
mohammad_hatta	profession	science_fiction_writer	-2.708	3.0
george_victor_prince_of_waldeck_and_pyrmont	gender	male	-0.862	3.0
george_victor_prince_of_waldeck_and_pyrmont	gender	female	-1.67	3.0
alfred_brauer	profession	mathematician	-3.898	3.0
alfred_brauer	profession	vintner	-1.327	3.0
big_joe_williams	profession	musician	1.492	3.0
big_joe_williams	profession	voice_teacher	-1.491	3.0
james_hoban	gender	male	-0.329	3.0
james_hoban	gender	female	-1.071	3.0
hermann_lebert	nationality	germany	-1.309	3.0
hermann_lebert	nationality	ottoman_empire	-0.972	3.0
robert_cardinal_coffy	religion	roman_catholic_church	-2.998	3.0
robert_cardinal_coffy	religion	maronite_church	-1.439	3.0
duccio	profession	artist	-4.52	3.0
duccio	profession	outlaw	-1.3	3.0
martin_h_kennelly	religion	catholic	-1.41	3.0
martin_h_kennelly	religion	evangelicalism	-2.034	3.0
rafael_urdaneta	religion	roman_catholic_church	-4.002	3.0
rafael_urdaneta	religion	agnosticism	-3.03	3.0
charles_thomson_rees_wilson	profession	chemist	-0.777	3.0
charles_thomson_rees_wilson	profession	motivational_speaker	-1.853	3.0
joan_greenwood	nationality	england	-0.086	3.0
joan_greenwood	nationality	cyprus	-1.628	3.0
elbridge_bryant	gender	male	-0.542	3.0
elbridge_bryant	gender	female	-0.194	3.0
richard_brooks	profession	film_director	1.092	3.0
richard_brooks	profession	public_speaker	-1.71	3.0
harry_van_arsdale_jr	gender	male	-0.707	3.0
harry_van_arsdale_jr	gender	female	-1.11	3.0
anthony_ashley_cooper_2nd_earl_of_shaftesbury	nationality	kingdom_of_england	-2.284	3.0
anthony_ashley_cooper_2nd_earl_of_shaftesbury	nationality	greenland	-1.555	3.0
yvonne_arnaud	profession	pianist	-2.956	3.0
yvonne_arnaud	profession	stock_trader	-1.857	3.0
henry_flitcroft	nationality	england	-0.771	3.0
henry_flitcroft	nationality	wallachia	-2.125	3.0
antonio_maria_baptista	profession	officer	1.36	3.0
antonio_maria_baptista	profession	game_show_host	-3.075	3.0
margarita_of_austria	nationality	portugal	-2.274	3.0
margarita_of_austria	nationality	slovakia	-1.241	3.0
danilo_donati	profession	costume_designer	-0.275	3.0
danilo_donati	profession	mechanic	-2.063	3.0
ezra_stiles	gender	male	-0.924	3.0
ezra_stiles	gender	female	-2.07	3.0
billy_sunday	religion	evangelicalism	-2.432	3.0
billy_sunday	religion	lutheranism	-1.626	3.0
david_alter	profession	scientist	-0.022	3.0
david_alter	profession	merchant	-1.346	3.0
okubo_toshimichi	profession	politician	-0.634	3.0
okubo_toshimichi	profession	keyboardist	-2.432	3.0
ernst_mayr	gender	male	-0.426	3.0
ernst_mayr	gender	female	-0.783	3.0
paul_von_hindenburg	nationality	germany	-2.341	3.0
paul_von_hindenburg	nationality	algeria	-1.538	3.0
vladimir_bartol	profession	writer	-1.627	3.0
vladimir_bartol	profession	artist	-4.557	3.0
paul_c_barth	gender	male	-0.557	3.0
paul_c_barth	gender	female	-1.175	3.0
sonny_tufts	gender	male	-0.421	3.0
sonny_tufts	gender	female	-0.717	3.0
ramon_franco	nationality	spain	-0.387	3.0
ramon_franco	nationality	sri_lanka	-0.268	3.0
carson_whitsett	profession	organist	-0.803	3.0
carson_whitsett	profession	comics_artist	-1.144	3.0
dorothea_of_brandenburg	nationality	germany	-2.756	3.0
dorothea_of_brandenburg	nationality	ukraine	-1.947	3.0
ernest_belfort_bax	profession	journalist	-1.489	3.0
ernest_belfort_bax	profession	army_general	-0.972	3.0
katie_jane_evans	nationality	england	-3.417	3.0
katie_jane_evans	nationality	puerto_rico	-1.454	3.0
george_l_brown	institution	harvard_business_school	-0.632	3.0
george_l_brown	institution	centenary_college_of_louisiana	-0.18	3.0
maurice_ravel	nationality	france	0.663	3.0
maurice_ravel	nationality	puerto_rico	-1.335	3.0
william_henry_phelps	institution	harvard_college	0.125	3.0
william_henry_phelps	institution	oxfordshire	-2.4	3.0
johannes_hevelius	nationality	germany	-0.79	3.0
johannes_hevelius	nationality	iran	-2.435	3.0
jesse_stone	profession	musician	2.975	3.0
jesse_stone	profession	racecar_driver	-1.696	3.0
john_spencer_1946	profession	actor	-0.981	3.0
john_spencer_1946	profession	record_producer	-0.975	3.0
william_turnbull_leach	institution	university_of_edinburgh	-2.85	3.0
william_turnbull_leach	institution	creighton_university	-2.945	3.0
james_cagney	institution	stuyvesant_high_school	1.213	3.0
james_cagney	institution	university_of_georgia	-1.686	3.0
howard_da_silva	nationality	united_states	-0.48	3.0
howard_da_silva	nationality	malaysia	-1.37	3.0
parren_mitchell	institution	morgan_state_university	1.247	3.0
parren_mitchell	institution	magdalene_college_cambridge	-3.105	3.0
charles_erwin_wilson	profession	electrical_engineer	-2.182	3.0
charles_erwin_wilson	profession	composer	-3.049	3.0
william_webb	gender	male	-0.882	3.0
william_webb	gender	female	-1.241	3.0
chih-kung_jen	nationality	united_states	-0.838	3.0
chih-kung_jen	nationality	hungary	-3.255	3.0
gaetano_mosca	profession	philosopher	-0.8	3.0
gaetano_mosca	profession	molecular_biologist	-1.712	3.0
mushanokoji_saneatsu	nationality	japan	1.673	3.0
mushanokoji_saneatsu	nationality	rwanda	-1.545	3.0
porter_wagoner	gender	male	-0.639	3.0
porter_wagoner	gender	female	-0.76	3.0
mary_josephine_hannon_fitzgerald	gender	female	-1.67	3.0
mary_josephine_hannon_fitzgerald	gender	male	-0.555	3.0
julius_caldeen_gunter	nationality	united_states	-0.624	3.0
julius_caldeen_gunter	nationality	malta	-2.332	3.0
abdullah_i_of_jordan	gender	male	-1.097	3.0
abdullah_i_of_jordan	gender	female	-1.596	3.0
roberto_succo	cause_of_death	suicide	-3.07	3.0
roberto_succo	cause_of_death	peritonitis	-1.65	3.0
robert_mardian	cause_of_death	lung_cancer	-3.764	3.0
robert_mardian	cause_of_death	aviation_accidents_and_incidents	-1.063	3.0
antoine_arnauld	religion	catholicism	-1.992	3.0
antoine_arnauld	religion	scientology	-2.426	3.0
ahn_jae_hwan	nationality	south_korea	1.515	3.0
ahn_jae_hwan	nationality	scotland	-3.687	3.0
ali	religion	shia_islam	-1.403	3.0
ali	religion	congregational_church	-3.977	3.0
major_alan_g_rogers	institution	georgetown_university	-2.948	3.0
major_alan_g_rogers	institution	university_of_minnesota	-4.356	3.0
sam_spiegel	gender	male	-0.393	3.0
sam_spiegel	gender	female	-0.334	3.0
wladyslaw_zelenski	profession	pianist	1.497	3.0
wladyslaw_zelenski	profession	designer	-1.502	3.0
corinne_griffith	gender	female	-1.059	3.0
corinne_griffith	gender	male	-0.916	3.0
bruce_f_hart	nationality	united_states	-0.671	3.0
bruce_f_hart	nationality	ethiopia	-2.315	3.0
john_gibbon	gender	male	-0.705	3.0
john_gibbon	gender	female	-1.862	3.0
richensa_of_lotharingia	nationality	germany	-2.636	3.0
richensa_of_lotharingia	nationality	iudaea_province	-1.378	3.0
sheree_north	nationality	united_states	-0.754	3.0
sheree_north	nationality	republic_of_venice	-2.306	3.0
carl_blegen	gender	male	-0.857	3.0
carl_blegen	gender	female	-1.269	3.0
donald_smith_1st_baron_strathcona_and_mount_royal	ethnicity	scottish_canadian	1.995	3.0
donald_smith_1st_baron_strathcona_and_mount_royal	ethnicity	first_nations	0.451	3.0
kim_ki-young	nationality	korea	-1.124	3.0
kim_ki-young	nationality	czechoslovakia	-2.383	3.0
tibor_kalman	nationality	hungary	0.906	3.0
tibor_kalman	nationality	bangladesh	-2.41	3.0
kenneth_lay	gender	male	-0.696	3.0
kenneth_lay	gender	female	-1.304	3.0
ronnie_van_zant	cause_of_death	airplane_crash	-3.788	3.0
ronnie_van_zant	cause_of_death	cerebral_edema	-2.043	3.0
william_p_frye	nationality	united_states	-0.521	3.0
william_p_frye	nationality	ancient_greece	-2.31	3.0
jean_giraudoux	profession	diplomat	-2.045	3.0
jean_giraudoux	profession	tv_journalist	-2.205	3.0
billy_walker_1929	nationality	united_states	-0.883	3.0
billy_walker_1929	nationality	northern_ireland	-1.623	3.0
g_h_hardy	gender	male	-0.466	3.0
g_h_hardy	gender	female	-1.66	3.0
robert_mackay	ethnicity	scottish_canadian	2.028	3.0
robert_mackay	ethnicity	fula_people	-1.76	3.0
louisa_anne_meredith	nationality	england	-1.851	3.0
louisa_anne_meredith	nationality	jew	-2.428	3.0
thomas_e_corcoran	religion	roman_catholic_church	-2.968	3.0
thomas_e_corcoran	religion	shia_islam	-3.205	3.0
mary_williamson_averell	nationality	united_states	-1.278	3.0
mary_williamson_averell	nationality	iran	-3.763	3.0
lee_s_dreyfus	profession	sailor	-2.057	3.0
lee_s_dreyfus	profession	nude_glamour_model	-2.44	3.0
murtaza_bhutto	nationality	pakistan	2.407	3.0
murtaza_bhutto	nationality	cambodia	-1.283	3.0
harry_graf_kessler	gender	male	-0.474	3.0
harry_graf_kessler	gender	female	-0.883	3.0
anthony_adducci	religion	roman_catholic_church	-3.411	3.0
anthony_adducci	religion	taoism	-2.556	3.0
henry_moseley	institution	eton_college	-0.67	3.0
henry_moseley	institution	university_of_illinois_at_urbana-champaign	-3.951	3.0
charles_lennox_2nd_duke_of_richmond	gender	male	-0.345	3.0
charles_lennox_2nd_duke_of_richmond	gender	female	-0.29	3.0
anne_of_austria	gender	female	-0.494	3.0
anne_of_austria	gender	male	-0.793	3.0
susanna_wesley	religion	church_of_england	-2.536	3.0
susanna_wesley	religion	satanism	-2.356	3.0
charles_g_atherton	nationality	united_states	-0.948	3.0
charles_g_atherton	nationality	mauritius	-1.181	3.0
orlando_ward	institution	united_states_military_academy	-4.278	3.0
orlando_ward	institution	trinity_college_oxford	-4.446	3.0
james_henderson_blount	profession	lawyer	-0.656	3.0
james_henderson_blount	profession	legislator	-0.752	3.0
charles_triplett_oferrall	gender	male	-0.385	3.0
charles_triplett_oferrall	gender	female	-1.328	3.0
troy_donahue	profession	actor	-0.727	3.0
troy_donahue	profession	hermit	-2.477	3.0
